,ProductName,CorrectedPrice,BBScrapedPrice,BBCorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType,BBVendorType,BBVendor
3666,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,17.85,10.26,16.9,JD Auto & Truck,Other,Amazon,Ships from and sold by Amazon.com.
3667,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,17.88,10.26,16.9,Rocky Mountain ATV/MC,Other,Amazon,Ships from and sold by Amazon.com.
3668,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,17.9,10.26,16.9,Grim Reaper Racing MX,Other,Amazon,Ships from and sold by Amazon.com.
3669,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,18.44,10.26,16.9,Bkrider Parts,Other,Amazon,Ships from and sold by Amazon.com.
3670,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,18.44,10.26,16.9,MocaBike,Other,Amazon,Ships from and sold by Amazon.com.
3671,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,18.75,10.26,16.9,JC Motors,Other,Amazon,Ships from and sold by Amazon.com.
3672,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,18.83,10.26,16.9,BoostProjects,Other,Amazon,Ships from and sold by Amazon.com.
3673,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,18.95,10.26,16.9,Cycle Stash,Other,Amazon,Ships from and sold by Amazon.com.
3674,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,18.98,10.26,16.9,Motorcycle Superstore,Other,Amazon,Ships from and sold by Amazon.com.
3675,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,19.19,10.26,16.9,MX PowerPlay,Other,Amazon,Ships from and sold by Amazon.com.
3676,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,19.55,10.26,16.9,Cloudworks,Other,Amazon,Ships from and sold by Amazon.com.
3677,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,19.69,10.26,16.9,VNHM SHOP,Other,Amazon,Ships from and sold by Amazon.com.
3678,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,19.95,10.26,16.9,"Global Supplies (We currently can't ship to, HI, AK,APO,FPO, POB)",Other,Amazon,Ships from and sold by Amazon.com.
3679,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,19.99,10.26,16.9,Cycle Stash,Other,Amazon,Ships from and sold by Amazon.com.
3680,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,20.49,10.26,16.9,MASS Depot,Other,Amazon,Ships from and sold by Amazon.com.
3681,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,20.5,10.26,16.9,StylingAutoParts,Other,Amazon,Ships from and sold by Amazon.com.
3682,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,20.59,10.26,16.9,MASS Depot,Other,Amazon,Ships from and sold by Amazon.com.
3683,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,20.71,10.26,16.9,SoCal Powersports,Other,Amazon,Ships from and sold by Amazon.com.
3684,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,20.71,10.26,16.9,SoCal Powersports,Other,Amazon,Ships from and sold by Amazon.com.
3685,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,20.99,10.26,16.9,"The Pep Boys - Manny, Moe, & Jack",Other,Amazon,Ships from and sold by Amazon.com.
3686,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.71,10.26,16.9,TruckCustomizers,Other,Amazon,Ships from and sold by Amazon.com.
3687,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.71,10.26,16.9,TruckCustomizers,Other,Amazon,Ships from and sold by Amazon.com.
3688,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.71,10.26,16.9,TruckCustomizers,Other,Amazon,Ships from and sold by Amazon.com.
3689,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.71,10.26,16.9,TruckCustomizers,Other,Amazon,Ships from and sold by Amazon.com.
3690,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.71,10.26,16.9,TruckCustomizers,Other,Amazon,Ships from and sold by Amazon.com.
3691,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.71,10.26,16.9,TruckCustomizers,Other,Amazon,Ships from and sold by Amazon.com.
3692,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,21.99,10.26,16.9,MotoSport,Other,Amazon,Ships from and sold by Amazon.com.
3693,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,22.24,10.26,16.9,SpeedShopUSA,Other,Amazon,Ships from and sold by Amazon.com.
3694,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,22.5,10.26,16.9,FlyMotorSports,Other,Amazon,Ships from and sold by Amazon.com.
3695,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,22.51,10.26,16.9,Cruiser Customizing Store,Other,Amazon,Ships from and sold by Amazon.com.
3696,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,22.59,10.26,16.9,West Coast Performance MX,FBA,Amazon,Ships from and sold by Amazon.com.
3697,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,23.1,10.26,16.9,Jarboys Outdoors & Marine Supplies,Other,Amazon,Ships from and sold by Amazon.com.
3698,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,23.87,10.26,16.9,BarMac Automotive,Other,Amazon,Ships from and sold by Amazon.com.
3699,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,23.94,10.26,16.9,Rainier Part Shop,Other,Amazon,Ships from and sold by Amazon.com.
3700,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,23.99,10.26,16.9,Offshore Wake,Other,Amazon,Ships from and sold by Amazon.com.
3701,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,24.82,10.26,16.9,MotorSport Supply,Other,Amazon,Ships from and sold by Amazon.com.
3702,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,25.0,10.26,16.9,Got-Chrome,Other,Amazon,Ships from and sold by Amazon.com.
3703,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,25.03,10.26,16.9,Speedom Sports,Other,Amazon,Ships from and sold by Amazon.com.
3704,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,25.09,10.26,16.9,ATA Accessories,Other,Amazon,Ships from and sold by Amazon.com.
3705,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,25.09,10.26,16.9,4x Off Road,Other,Amazon,Ships from and sold by Amazon.com.
3706,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,25.47,10.26,16.9,Auto Parts Distributors,Other,Amazon,Ships from and sold by Amazon.com.
3707,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,25.95,10.26,16.9,4Wheel Drive Hardware,Other,Amazon,Ships from and sold by Amazon.com.
3708,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,26.13,10.26,16.9,ISS Inc,Other,Amazon,Ships from and sold by Amazon.com.
3709,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,27.1,10.26,16.9,Boating Parts and Accessories,Other,Amazon,Ships from and sold by Amazon.com.
3710,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,27.56,10.26,16.9,"Accessories International, Inc.",Other,Amazon,Ships from and sold by Amazon.com.
3711,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,28.98,10.26,16.9,Baxter Auto Parts,Other,Amazon,Ships from and sold by Amazon.com.
3712,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,29.9,10.26,16.9,Import Auto Performance,Other,Amazon,Ships from and sold by Amazon.com.
3713,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,30.1,10.26,16.9,IPC-Store,Other,Amazon,Ships from and sold by Amazon.com.
3714,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,30.69,10.26,16.9,Mr. Repairo,Other,Amazon,Ships from and sold by Amazon.com.
3715,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,31.49,10.26,16.9,Merav Shimony,Other,Amazon,Ships from and sold by Amazon.com.
3716,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,33.46,10.26,16.9,Lift Kits 4 Less,Other,Amazon,Ships from and sold by Amazon.com.
3717,K&N KN-204 Motorcycle/Powersports High Performance Oil Filter,34.33,10.26,16.9,Platinum Performance Parts,Other,Amazon,Ships from and sold by Amazon.com.
3718,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",14.73,14.94,22.41,rjhagen2,Other,Amazon,Ships from and sold by Amazon.com.
3719,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",15.0,14.94,22.41,mapledeals,Other,Amazon,Ships from and sold by Amazon.com.
3720,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",19.99,14.94,22.41,KD Snacks,Other,Amazon,Ships from and sold by Amazon.com.
3721,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",20.77,14.94,22.41,CUP GRINDERS,Other,Amazon,Ships from and sold by Amazon.com.
3722,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",20.78,14.94,22.41,"Vine.com (Quidsi Retail, an Amazon company)",Other,Amazon,Ships from and sold by Amazon.com.
3723,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",22.41,14.94,22.41,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com.
3724,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",23.84,14.94,22.41,Swanson Health Products,Other,Amazon,Ships from and sold by Amazon.com.
3725,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",25.69,14.94,22.41,ABC WHOLESALE,Other,Amazon,Ships from and sold by Amazon.com.
3726,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",26.01,14.94,22.41,MeagaDeal,Other,Amazon,Ships from and sold by Amazon.com.
3727,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",26.31,14.94,22.41,Please and Thank You LLC,Other,Amazon,Ships from and sold by Amazon.com.
3728,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",26.65,14.94,22.41,"SIM Supply, Inc.",Other,Amazon,Ships from and sold by Amazon.com.
3729,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",26.77,14.94,22.41,evitamins,Other,Amazon,Ships from and sold by Amazon.com.
3730,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",26.98,14.94,22.41,Zongle,FBA,Amazon,Ships from and sold by Amazon.com.
3731,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",27.26,14.94,22.41,"Global Supplies (We currently can't ship to, HI, AK,APO,FPO, POB)",Other,Amazon,Ships from and sold by Amazon.com.
3732,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",27.49,14.94,22.41,paris7282,Other,Amazon,Ships from and sold by Amazon.com.
3733,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",27.73,14.94,22.41,Happy Haus,Other,Amazon,Ships from and sold by Amazon.com.
3734,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",27.88,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3735,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",28.64,14.94,22.41,*Dolly's Kitchen,Other,Amazon,Ships from and sold by Amazon.com.
3736,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",28.66,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3737,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",28.72,14.94,22.41,Nutricity,Other,Amazon,Ships from and sold by Amazon.com.
3738,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",28.77,14.94,22.41,OxKom,Other,Amazon,Ships from and sold by Amazon.com.
3739,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",28.83,14.94,22.41,Sandy's Best,Other,Amazon,Ships from and sold by Amazon.com.
3740,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.46,14.94,22.41,PharmaFrag,Other,Amazon,Ships from and sold by Amazon.com.
3741,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.47,14.94,22.41,Athena's Marketplace,FBA,Amazon,Ships from and sold by Amazon.com.
3742,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.56,14.94,22.41,Nutrition Depot,FBA,Amazon,Ships from and sold by Amazon.com.
3743,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.7,14.94,22.41,GreenTwoGreen,Other,Amazon,Ships from and sold by Amazon.com.
3744,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.93,14.94,22.41,Beach Audio,Other,Amazon,Ships from and sold by Amazon.com.
3745,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.98,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3746,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.99,14.94,22.41,LP Corp,Other,Amazon,Ships from and sold by Amazon.com.
3747,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",29.99,14.94,22.41,D-Prompt,Other,Amazon,Ships from and sold by Amazon.com.
3748,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.03,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3749,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.06,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3750,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.46,14.94,22.41,Kayla's House,FBA,Amazon,Ships from and sold by Amazon.com.
3751,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.57,14.94,22.41,XoXoGroupLLC,Other,Amazon,Ships from and sold by Amazon.com.
3752,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.57,14.94,22.41,XoXoGroupLLC,Other,Amazon,Ships from and sold by Amazon.com.
3753,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.57,14.94,22.41,XoXoGroupLLC,Other,Amazon,Ships from and sold by Amazon.com.
3754,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.57,14.94,22.41,XoXoGroupLLC,Other,Amazon,Ships from and sold by Amazon.com.
3755,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.63,14.94,22.41,T J's Bargains,Other,Amazon,Ships from and sold by Amazon.com.
3756,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",30.98,14.94,22.41,General Store Depot,Other,Amazon,Ships from and sold by Amazon.com.
3757,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",31.61,14.94,22.41,"UnbeatableSale, Inc",Other,Amazon,Ships from and sold by Amazon.com.
3758,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.1,14.94,22.41,axiscoreshop,Other,Amazon,Ships from and sold by Amazon.com.
3759,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.18,14.94,22.41,Herbvive,Other,Amazon,Ships from and sold by Amazon.com.
3760,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.54,14.94,22.41,MegaRetailStore,Other,Amazon,Ships from and sold by Amazon.com.
3761,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.86,14.94,22.41,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
3762,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.87,14.94,22.41,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
3763,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.87,14.94,22.41,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
3764,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.87,14.94,22.41,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
3765,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.87,14.94,22.41,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
3766,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.9,14.94,22.41,GreenNBrown,Other,Amazon,Ships from and sold by Amazon.com.
3767,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.97,14.94,22.41,DDN INC,Other,Amazon,Ships from and sold by Amazon.com.
3768,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",33.99,14.94,22.41,The Global Sales Co,Other,Amazon,Ships from and sold by Amazon.com.
3769,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",34.02,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3770,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",34.47,14.94,22.41,ABC WHOLESALE,FBA,Amazon,Ships from and sold by Amazon.com.
3771,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",35.3,14.94,22.41,XpW,Other,Amazon,Ships from and sold by Amazon.com.
3772,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",35.67,14.94,22.41,TOPOINT_USA,Other,Amazon,Ships from and sold by Amazon.com.
3773,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",37.02,14.94,22.41,Melon007,Other,Amazon,Ships from and sold by Amazon.com.
3774,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",37.35,14.94,22.41,D-Prompt,Other,Amazon,Ships from and sold by Amazon.com.
3775,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.41,14.94,22.41,Grab Deals,Other,Amazon,Ships from and sold by Amazon.com.
3776,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.44,14.94,22.41,K&K Kandies,Other,Amazon,Ships from and sold by Amazon.com.
3777,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.44,14.94,22.41,K&K Kandies,Other,Amazon,Ships from and sold by Amazon.com.
3778,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.44,14.94,22.41,K&K Kandies,Other,Amazon,Ships from and sold by Amazon.com.
3779,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.44,14.94,22.41,K&K Kandies,Other,Amazon,Ships from and sold by Amazon.com.
3780,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.98,14.94,22.41,Fairy Bless,Other,Amazon,Ships from and sold by Amazon.com.
3781,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.98,14.94,22.41,ForHoME,Other,Amazon,Ships from and sold by Amazon.com.
3782,"KIND Bars, Peanut Butter Dark Chocolate + Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",39.99,14.94,22.41,Smile Holiday,Other,Amazon,Ships from and sold by Amazon.com.
3783,"Kalencom Potette Plus Liners, 30 count",18.24,12.99,18.24,Petillant,Other,O,Ships from and sold by Petillant.
3784,"Kalencom Potette Plus Liners, 30 count",18.58,12.99,18.24,Toys US,Other,O,Ships from and sold by Petillant.
3785,"Kalencom Potette Plus Liners, 30 count",18.81,12.99,18.24,Best Brands Toys,Other,O,Ships from and sold by Petillant.
3786,"Kalencom Potette Plus Liners, 30 count",18.94,12.99,18.24,DropAir,Other,O,Ships from and sold by Petillant.
3787,"Kalencom Potette Plus Liners, 30 count",19.04,12.99,18.24,HomeOnline,Other,O,Ships from and sold by Petillant.
3788,"Kalencom Potette Plus Liners, 30 count",21.98,12.99,18.24,AANSHI,Other,O,Ships from and sold by Petillant.
3789,"Kalencom Potette Plus Liners, 30 count",26.19,12.99,18.24,RNK Innovations,Other,O,Ships from and sold by Petillant.
3790,"Kalencom Potette Plus Liners, 30 count",29.79,12.99,18.24,lkrseller,Other,O,Ships from and sold by Petillant.
3791,"Kalencom Potette Plus Liners, 30 count",30.69,12.99,18.24,Cellar_Door_Books,FBA,O,Ships from and sold by Petillant.
3792,"Kalencom Potette Plus Liners, 30 count",30.73,12.99,18.24,Home Comforts Inc,Other,O,Ships from and sold by Petillant.
3793,"Kalencom Potette Plus Liners, 30 count",36.36,12.99,18.24,AKS enterprises,FBA,O,Ships from and sold by Petillant.
3794,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",38.0,38.16,46.9,Xcess Limited,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3795,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",38.95,38.16,46.9,Nickel Pete,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3796,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",46.9,38.16,46.9,Amazon.com,Amazon,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3797,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",47.95,38.16,46.9,Discount Brewers,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3798,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",48.69,38.16,46.9,Deals On Call,FBA,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3799,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",49.72,38.16,46.9,wholesaleindy,FBA,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3800,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",49.99,38.16,46.9,BioD,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3801,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",50.88,38.16,46.9,Platinum sales,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3802,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",52.98,38.16,46.9,Park & Willow,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3803,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",54.61,38.16,46.9,"Coffee & Filters Direct, Inc",Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3804,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",54.61,38.16,46.9,Peak Perks,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3805,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",54.93,38.16,46.9,Better than Outlet,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3806,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",54.99,38.16,46.9,CUP GRINDERS,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3807,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",55.49,38.16,46.9,RebatesFactory,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3808,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",55.98,38.16,46.9,ez bAZaar,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3809,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",55.99,38.16,46.9,e-Shop Direct,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3810,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",57.94,38.16,46.9,ICEMANS THUNDER,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3811,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",57.98,38.16,46.9,Coffee Maven,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3812,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",58.33,38.16,46.9,TeaBoxes,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3813,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",58.99,38.16,46.9,Box O' Mart,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3814,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",59.23,38.16,46.9,Home of Coffee,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3815,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",65.94,38.16,46.9,ICEMANS THUNDER,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
3816,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 12-Count (Pack of 6)",69.99,38.16,46.9,LP Corp,Other,Amazon,Ships from and sold by Amazon.com in easy-to-open packaging.
